timestamp,device_id,temperature_c,humidity_pct,soil_moisture_pct,gas_level,topic
2026-02-07T17:14:23.341978+01:00,plant1,19.5,50.0,40.0,300,esp32/dht/temperature
2026-02-07T17:14:23.498656+01:00,plant1,19.5,34.6,40.0,300,esp32/dht/humidity
2026-02-07T17:14:23.580998+01:00,plant1,19.5,34.6,40.0,300,esp32/dht/humidity
2026-02-07T17:14:33.456876+01:00,plant1,19.5,34.6,40.0,300,esp32/dht/temperature
2026-02-07T17:14:33.851183+01:00,plant1,19.5,34.5,40.0,300,esp32/dht/humidity
2026-02-07T17:14:43.476257+01:00,plant1,19.5,34.5,40.0,300,esp32/dht/temperature
2026-02-07T17:14:43.681542+01:00,plant1,19.5,34.6,40.0,300,esp32/dht/humidity
2026-02-07T17:14:53.387511+01:00,plant1,19.5,34.6,40.0,300,esp32/dht/temperature
2026-02-07T17:14:53.580542+01:00,plant1,19.5,34.7,40.0,300,esp32/dht/humidity
2026-02-07T17:15:03.408406+01:00,plant1,19.5,34.7,40.0,300,esp32/dht/temperature
2026-02-07T17:15:03.601119+01:00,plant1,19.5,34.7,40.0,300,esp32/dht/humidity
2026-02-07T17:15:13.429811+01:00,plant1,19.5,34.7,40.0,300,esp32/dht/temperature
2026-02-07T17:15:13.632514+01:00,plant1,19.5,34.8,40.0,300,esp32/dht/humidity
2026-02-07T17:15:23.466665+01:00,plant1,19.5,34.8,40.0,300,esp32/dht/temperature
2026-02-07T17:15:23.669616+01:00,plant1,19.5,35.1,40.0,300,esp32/dht/humidity
2026-02-07T17:15:33.409324+01:00,plant1,19.5,35.1,40.0,300,esp32/dht/temperature
2026-02-07T17:15:33.705552+01:00,plant1,19.5,35.1,40.0,300,esp32/dht/humidity
2026-02-07T17:15:43.516791+01:00,plant1,19.5,35.1,40.0,300,esp32/dht/temperature
2026-02-07T17:15:43.686274+01:00,plant1,19.5,35.1,40.0,300,esp32/dht/humidity
2026-02-07T17:15:53.531608+01:00,plant1,19.5,35.1,40.0,300,esp32/dht/temperature
2026-02-07T17:15:53.721757+01:00,plant1,19.5,35.0,40.0,300,esp32/dht/humidity
2026-02-07T17:16:03.431498+01:00,plant1,19.5,35.0,40.0,300,esp32/dht/temperature
2026-02-07T17:16:03.611786+01:00,plant1,19.5,34.8,40.0,300,esp32/dht/humidity
2026-02-07T17:16:13.469395+01:00,plant1,19.4,34.8,40.0,300,esp32/dht/temperature
2026-02-07T17:16:13.672986+01:00,plant1,19.4,34.7,40.0,300,esp32/dht/humidity
2026-02-07T17:16:47.663339+01:00,plant1,19.4,50.0,40.0,300,esp32/dht/temperature
2026-02-07T17:16:47.831746+01:00,plant1,19.4,34.7,40.0,300,esp32/dht/humidity
2026-02-07T17:16:53.504515+01:00,plant1,19.4,34.7,40.0,300,esp32/dht/temperature
2026-02-07T17:16:53.881683+01:00,plant1,19.4,34.6,40.0,300,esp32/dht/humidity
2026-02-07T17:17:03.509729+01:00,plant1,19.4,34.6,40.0,300,esp32/dht/temperature
2026-02-07T17:17:03.699377+01:00,plant1,19.4,34.4,40.0,300,esp32/dht/humidity
2026-02-07T17:17:13.542041+01:00,plant1,19.4,34.4,40.0,300,esp32/dht/temperature
2026-02-07T17:17:13.747413+01:00,plant1,19.4,34.5,40.0,300,esp32/dht/humidity
2026-02-07T17:17:23.498236+01:00,plant1,19.4,34.5,40.0,300,esp32/dht/temperature
2026-02-07T17:17:23.653570+01:00,plant1,19.4,34.6,40.0,300,esp32/dht/humidity
2026-02-07T17:18:05.385816+01:00,plant1,19.4,50.0,40.0,300,esp32/dht/temperature
2026-02-07T17:18:05.388332+01:00,plant1,19.4,34.8,40.0,300,esp32/dht/humidity
2026-02-07T17:18:13.511769+01:00,plant1,19.4,34.8,40.0,300,esp32/dht/temperature
2026-02-07T17:18:13.785568+01:00,plant1,19.4,34.8,40.0,300,esp32/dht/humidity
2026-02-07T17:18:23.582842+01:00,plant1,19.4,34.8,40.0,300,esp32/dht/temperature
2026-02-07T17:18:23.798184+01:00,plant1,19.4,34.9,40.0,300,esp32/dht/humidity
2026-02-07T17:18:33.646390+01:00,plant1,19.4,34.9,40.0,300,esp32/dht/temperature
2026-02-07T17:18:33.756952+01:00,plant1,19.4,34.9,40.0,300,esp32/dht/humidity
2026-02-07T17:18:43.530154+01:00,plant1,19.4,34.9,40.0,300,esp32/dht/temperature
2026-02-07T17:18:43.766628+01:00,plant1,19.4,34.9,40.0,300,esp32/dht/humidity
2026-02-07T17:18:53.544842+01:00,plant1,19.4,34.9,40.0,300,esp32/dht/temperature
2026-02-07T17:18:53.794562+01:00,plant1,19.4,39.1,40.0,300,esp32/dht/humidity
2026-02-07T17:19:03.562320+01:00,plant1,19.9,39.1,40.0,300,esp32/dht/temperature
2026-02-07T17:19:03.731310+01:00,plant1,19.9,55.3,40.0,300,esp32/dht/humidity
2026-02-07T17:19:13.570963+01:00,plant1,20.8,55.3,40.0,300,esp32/dht/temperature
2026-02-07T17:19:13.744601+01:00,plant1,20.8,68.1,40.0,300,esp32/dht/humidity
2026-02-07T17:19:23.557987+01:00,plant1,22.1,68.1,40.0,300,esp32/dht/temperature
2026-02-07T17:19:23.744215+01:00,plant1,22.1,77.1,40.0,300,esp32/dht/humidity
2026-02-07T17:19:33.627514+01:00,plant1,22.6,77.1,40.0,300,esp32/dht/temperature
2026-02-07T17:19:33.829268+01:00,plant1,22.6,81.4,40.0,300,esp32/dht/humidity
2026-02-07T17:19:43.658266+01:00,plant1,22.9,81.4,40.0,300,esp32/dht/temperature
2026-02-07T17:19:43.865995+01:00,plant1,22.9,72.5,40.0,300,esp32/dht/humidity
2026-02-07T17:19:53.573452+01:00,plant1,23.1,72.5,40.0,300,esp32/dht/temperature
2026-02-07T17:19:53.755599+01:00,plant1,23.1,59.5,40.0,300,esp32/dht/humidity
2026-02-07T17:20:03.583282+01:00,plant1,23.2,59.5,40.0,300,esp32/dht/temperature
2026-02-07T17:20:03.838043+01:00,plant1,23.2,50.0,40.0,300,esp32/dht/humidity
2026-02-07T17:20:13.623921+01:00,plant1,23.3,50.0,40.0,300,esp32/dht/temperature
2026-02-07T17:20:13.789764+01:00,plant1,23.3,43.7,40.0,300,esp32/dht/humidity
2026-02-07T17:20:23.603896+01:00,plant1,23.3,43.7,40.0,300,esp32/dht/temperature
2026-02-07T17:20:23.771660+01:00,plant1,23.3,39.4,40.0,300,esp32/dht/humidity
2026-02-07T17:20:33.618637+01:00,plant1,23.2,39.4,40.0,300,esp32/dht/temperature
2026-02-07T17:20:33.823881+01:00,plant1,23.2,36.7,40.0,300,esp32/dht/humidity
2026-02-07T17:20:43.613226+01:00,plant1,23.1,36.7,40.0,300,esp32/dht/temperature
2026-02-07T17:20:43.892409+01:00,plant1,23.1,34.8,40.0,300,esp32/dht/humidity
2026-02-07T17:20:53.712446+01:00,plant1,23.0,34.8,40.0,300,esp32/dht/temperature
2026-02-07T17:20:53.815459+01:00,plant1,23.0,33.5,40.0,300,esp32/dht/humidity
2026-02-07T17:21:03.734460+01:00,plant1,22.9,33.5,40.0,300,esp32/dht/temperature
2026-02-07T17:21:03.943210+01:00,plant1,22.9,32.8,40.0,300,esp32/dht/humidity
2026-02-07T17:21:13.800150+01:00,plant1,22.7,32.8,40.0,300,esp32/dht/temperature
2026-02-07T17:21:13.802868+01:00,plant1,22.7,32.1,40.0,300,esp32/dht/humidity
2026-02-07T17:21:23.633940+01:00,plant1,22.6,32.1,40.0,300,esp32/dht/temperature
2026-02-07T17:21:23.823613+01:00,plant1,22.6,31.8,40.0,300,esp32/dht/humidity
2026-02-07T17:21:33.640509+01:00,plant1,22.5,31.8,40.0,300,esp32/dht/temperature
2026-02-07T17:21:33.896253+01:00,plant1,22.5,31.6,40.0,300,esp32/dht/humidity
2026-02-07T17:21:43.647128+01:00,plant1,22.3,31.6,40.0,300,esp32/dht/temperature
2026-02-07T17:21:43.823758+01:00,plant1,22.3,31.6,40.0,300,esp32/dht/humidity
2026-02-07T17:21:53.654020+01:00,plant1,22.2,31.6,40.0,300,esp32/dht/temperature
2026-02-07T17:21:53.876964+01:00,plant1,22.2,31.4,40.0,300,esp32/dht/humidity
