timestamp,device_id,temperature_c,humidity_pct,soil_moisture_pct,gas_level,topic
2026-02-12T18:54:35.944025+00:00,plant1,29.8,50.0,40.0,300,esp32/dht/temperature
2026-02-12T18:54:36.246886+00:00,plant1,29.8,26.9,40.0,300,esp32/dht/humidity
2026-02-12T18:54:36.247814+00:00,plant1,29.8,26.9,40.0,2,esp32/mq2/gas_level
2026-02-12T18:54:36.248566+00:00,plant1,29.8,26.9,436.0,2,esp32/soil/moisture
2026-02-12T18:54:37.518563+00:00,plant1,23.4,26.9,436.0,2,esp32/dht/temperature
2026-02-12T18:54:37.748762+00:00,plant1,23.4,35.1,436.0,2,esp32/dht/humidity
2026-02-12T18:54:37.816239+00:00,plant1,23.4,35.1,100.0,2,esp32/soil/moisture
2026-02-12T18:54:42.528340+00:00,plant1,23.4,35.1,100.0,2,esp32/dht/temperature
2026-02-12T18:54:42.701348+00:00,plant1,23.4,35.0,100.0,2,esp32/dht/humidity
2026-02-12T18:54:42.761386+00:00,plant1,23.4,35.0,100.0,2,esp32/soil/moisture
2026-02-12T18:54:47.530356+00:00,plant1,23.4,35.0,100.0,2,esp32/dht/temperature
2026-02-12T18:54:47.698738+00:00,plant1,23.4,35.0,100.0,2,esp32/dht/humidity
2026-02-12T18:54:47.747231+00:00,plant1,23.4,35.0,100.0,2,esp32/soil/moisture
2026-02-12T18:54:52.513366+00:00,plant1,23.4,35.0,100.0,2,esp32/dht/temperature
2026-02-12T18:54:52.733965+00:00,plant1,23.4,35.0,100.0,2,esp32/dht/humidity
2026-02-12T18:54:52.778334+00:00,plant1,23.4,35.0,100.0,2,esp32/soil/moisture
2026-02-12T18:54:57.509686+00:00,plant1,23.4,35.0,100.0,2,esp32/dht/temperature
2026-02-12T18:54:57.690101+00:00,plant1,23.4,35.1,100.0,2,esp32/dht/humidity
2026-02-12T18:54:57.735904+00:00,plant1,23.4,35.1,100.0,2,esp32/soil/moisture
2026-02-12T18:55:02.519975+00:00,plant1,23.4,35.1,100.0,2,esp32/dht/temperature
2026-02-12T18:55:02.699963+00:00,plant1,23.4,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:02.746787+00:00,plant1,23.4,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:07.541819+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:07.700885+00:00,plant1,23.3,35.1,100.0,2,esp32/dht/humidity
2026-02-12T18:55:07.753782+00:00,plant1,23.3,35.1,100.0,2,esp32/soil/moisture
2026-02-12T18:55:12.524551+00:00,plant1,23.3,35.1,100.0,2,esp32/dht/temperature
2026-02-12T18:55:12.746306+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:12.788967+00:00,plant1,23.3,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:17.515791+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:17.695613+00:00,plant1,23.3,35.1,100.0,2,esp32/dht/humidity
2026-02-12T18:55:17.739159+00:00,plant1,23.3,35.1,100.0,2,esp32/soil/moisture
2026-02-12T18:55:22.523755+00:00,plant1,23.3,35.1,100.0,2,esp32/dht/temperature
2026-02-12T18:55:22.704184+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:22.752249+00:00,plant1,23.3,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:27.524054+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:27.745999+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:27.793460+00:00,plant1,23.3,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:32.542058+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:32.722021+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:32.775096+00:00,plant1,23.3,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:37.557917+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:37.706516+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:37.748397+00:00,plant1,23.3,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:42.536249+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:42.757182+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:42.813189+00:00,plant1,23.3,35.2,100.0,2,esp32/soil/moisture
2026-02-12T18:55:47.532080+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/temperature
2026-02-12T18:55:47.719352+00:00,plant1,23.3,35.3,100.0,2,esp32/dht/humidity
2026-02-12T18:55:47.769328+00:00,plant1,23.3,35.3,100.0,2,esp32/soil/moisture
2026-02-12T18:55:52.523993+00:00,plant1,23.3,35.3,100.0,2,esp32/dht/temperature
2026-02-12T18:55:52.704623+00:00,plant1,23.3,35.2,100.0,2,esp32/dht/humidity
2026-02-12T18:55:52.747943+00:00,plant1,23.3,35.2,7.0,2,esp32/soil/moisture
2026-02-12T18:55:57.530865+00:00,plant1,23.3,35.2,7.0,2,esp32/dht/temperature
2026-02-12T18:55:57.754651+00:00,plant1,23.3,35.3,7.0,2,esp32/dht/humidity
2026-02-12T18:55:57.802431+00:00,plant1,23.3,35.3,8.0,2,esp32/soil/moisture
2026-02-12T18:56:02.547125+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/temperature
2026-02-12T18:56:02.726415+00:00,plant1,23.2,35.2,8.0,2,esp32/dht/humidity
2026-02-12T18:56:02.734375+00:00,plant1,23.2,35.2,8.0,2,esp32/soil/moisture
2026-02-12T18:56:07.536065+00:00,plant1,23.2,35.2,8.0,2,esp32/dht/temperature
2026-02-12T18:56:07.711607+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/humidity
2026-02-12T18:56:07.714011+00:00,plant1,23.2,35.3,8.0,2,esp32/soil/moisture
2026-02-12T18:56:12.547742+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/temperature
2026-02-12T18:56:12.775077+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/humidity
2026-02-12T18:56:12.827798+00:00,plant1,23.2,35.3,8.0,2,esp32/soil/moisture
2026-02-12T18:56:17.535992+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/temperature
2026-02-12T18:56:17.716692+00:00,plant1,23.2,35.4,8.0,2,esp32/dht/humidity
2026-02-12T18:56:17.763605+00:00,plant1,23.2,35.4,7.0,2,esp32/soil/moisture
2026-02-12T18:56:22.538148+00:00,plant1,23.2,35.4,7.0,2,esp32/dht/temperature
2026-02-12T18:56:22.719679+00:00,plant1,23.2,35.4,7.0,2,esp32/dht/humidity
2026-02-12T18:56:22.763799+00:00,plant1,23.2,35.4,8.0,2,esp32/soil/moisture
2026-02-12T18:56:27.527802+00:00,plant1,23.2,35.4,8.0,2,esp32/dht/temperature
2026-02-12T18:56:27.750263+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/humidity
2026-02-12T18:56:27.793595+00:00,plant1,23.2,35.3,8.0,2,esp32/soil/moisture
2026-02-12T18:56:32.536246+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/temperature
2026-02-12T18:56:32.716640+00:00,plant1,23.2,35.3,8.0,2,esp32/dht/humidity
2026-02-12T18:56:32.760541+00:00,plant1,23.2,35.3,7.0,2,esp32/soil/moisture
2026-02-12T18:56:37.540351+00:00,plant1,23.2,35.3,7.0,2,esp32/dht/temperature
2026-02-12T18:56:37.720935+00:00,plant1,23.2,35.2,7.0,2,esp32/dht/humidity
2026-02-12T18:56:37.768504+00:00,plant1,23.2,35.2,8.0,2,esp32/soil/moisture
2026-02-12T18:56:42.540570+00:00,plant1,23.2,35.2,8.0,2,esp32/dht/temperature
2026-02-12T18:56:42.766902+00:00,plant1,23.2,35.2,8.0,2,esp32/dht/humidity
2026-02-12T18:56:42.809914+00:00,plant1,23.2,35.2,7.0,2,esp32/soil/moisture
2026-02-12T18:56:47.541009+00:00,plant1,23.2,35.2,7.0,2,esp32/dht/temperature
2026-02-12T18:56:47.722124+00:00,plant1,23.2,35.2,7.0,2,esp32/dht/humidity
2026-02-12T18:56:47.723375+00:00,plant1,23.2,35.2,9.0,2,esp32/soil/moisture
2026-02-12T18:56:52.549186+00:00,plant1,23.2,35.2,9.0,2,esp32/dht/temperature
2026-02-12T18:56:52.729596+00:00,plant1,23.2,35.1,9.0,2,esp32/dht/humidity
2026-02-12T18:56:52.773905+00:00,plant1,23.2,35.1,13.0,2,esp32/soil/moisture
2026-02-12T18:56:57.533170+00:00,plant1,23.2,35.1,13.0,2,esp32/dht/temperature
2026-02-12T18:56:57.761489+00:00,plant1,23.2,35.1,13.0,2,esp32/dht/humidity
2026-02-12T18:56:57.816398+00:00,plant1,23.2,35.1,12.0,2,esp32/soil/moisture
2026-02-12T18:57:02.544150+00:00,plant1,23.2,35.1,12.0,2,esp32/dht/temperature
2026-02-12T18:57:02.724493+00:00,plant1,23.2,35.2,12.0,2,esp32/dht/humidity
2026-02-12T18:57:02.770356+00:00,plant1,23.2,35.2,11.0,2,esp32/soil/moisture
2026-02-12T18:57:07.542994+00:00,plant1,23.2,35.2,11.0,2,esp32/dht/temperature
2026-02-12T18:57:07.723321+00:00,plant1,23.2,35.2,11.0,2,esp32/dht/humidity
2026-02-12T18:57:07.780166+00:00,plant1,23.2,35.2,15.0,2,esp32/soil/moisture
2026-02-12T18:57:12.537591+00:00,plant1,23.2,35.2,15.0,2,esp32/dht/temperature
2026-02-12T18:57:12.759383+00:00,plant1,23.2,35.2,15.0,2,esp32/dht/humidity
2026-02-12T18:57:12.762468+00:00,plant1,23.2,35.2,11.0,2,esp32/soil/moisture
2026-02-12T18:57:17.551880+00:00,plant1,23.2,35.2,11.0,2,esp32/dht/temperature
2026-02-12T18:57:17.732132+00:00,plant1,23.2,35.2,11.0,2,esp32/dht/humidity
2026-02-12T18:57:17.787286+00:00,plant1,23.2,35.2,11.0,2,esp32/soil/moisture
2026-02-12T18:57:22.558524+00:00,plant1,23.2,35.2,11.0,2,esp32/dht/temperature
2026-02-12T18:57:22.763342+00:00,plant1,23.2,35.2,11.0,2,esp32/dht/humidity
